speaker,addressed,lineorder,combinedline,numberofrows,wordcount,mode
OBI-WAN,ANAKIN,622,Just relax. Concentrate.,1,3,
ANAKIN,OBI-WAN,623,What about Padme?,1,3,
OBI-WAN,ANAKIN,624,She seems to be on top of things.,2,8,
NUTE,RUNE,625,She can't do that! Shoot her or-- or something!,2,9,
ANAKIN,PADME,626,Jump!,1,1,
NUTE,COUNT DOOKU,627,This isn't how it's supposed to be!,1,7,
NUTE,JANGO FETT,628,Jango! Finish her off!.,1,4,
COUNT DOOKU,NUTE,629,"Patience, Viceroy, patience. She will die.",2,6,
COUNT DOOKU,MACE WINDU,630,"Master Windu, how pleasant of you to join us.",2,9,
MACE WINDU,COUNT DOOKU,631,This party's over.,1,3,
COUNT DOOKU,MACE WINDU,632,"Brave but foolish, my old Jedi friend. You're impossibly outnumbered.",3,10,
MACE WINDU,COUNT DOOKU,633,I don't think so.,1,4,
COUNT DOOKU,MACE WINDU,634,We'll see.,1,2,
ROBOT,NA,635,My legs aren't moving. I must need maintenance.,2,8,
THREEPIO,THREEPIO,636,"What's all this noise? A battle! Oh, there's been some terrible mistake! I'm programmed for etiquette, not destruction!",6,18,
THREEPIO,GROUP,637,"Die, Jedi dogs!",1,3,
THREEPIO,THREEPIO,638,"Oh! What did I say? Oh, dear. I'm terribly sorry about all this.",3,13,
THREEPIO,NA,639,Excuse me. I'm trapped. I can't get up.,2,8,
ANAKIN,PADME,640,You call this a diplomatic solution?,2,6,
PADME,ANAKIN,641,"No, I call it aggressive negotiations.",2,6,
ROBOT,NA,642,"Roger, roger.",1,2,
R2D2,THREEPIO,643,[ Beeping ],1,6,
THREEPIO,R2D2,644,"R2, what are you doing here?",1,6,
R2D2,THREEPIO,645,[ Beeping ],1,7,
THREEPIO,R2D2,646,"What are you doing? Oh, stop that! You're going to strain something. My neck! Now where are you taking me?",5,20,
R2D2,THREEPIO,647,[ Beeping ],1,1,
THREEPIO,R2D2,648,"Oh, this is such a drag. Oh, I'm quite beside myself. R2, please be careful! You're singeing my circuits!",4,19,
R2D2,THREEPIO,649,[ Beeping ],1,6,
THREEPIO,R2D2,650,"Yes, but is my head on straight?",1,7,
COUNT DOOKU,MACE WINDU,651,"Master Windu, you have fought gallantly... worthy of recognition in the archives of the Jedi order. Now it is finished. Surrender, and your lives will be spared.",7,27,
MACE WINDU,COUNT DOOKU,652,"We will not be hostages to be bartered, Dooku!",2,9,
COUNT DOOKU,MACE WINDU,653,"Then, I'm sorry, old friend.",1,5,
PADME,GROUP,654,Look!,1,1,
YODA,GROUP,655,Around the survivors a perimeter create.,2,6,
R2D2,THREEPIO,656,"[ Beeping, Chirping ]",1,9,
THREEPIO,R2D2,657,"Oh, I've had the most peculiar dream.",2,7,
YODA,"MACE WINDO, KI-ADI-MUNDI",658,If Dooku escapes... rally more systems to his cause he will.,3,11,
OBI-WAN,"PADME, ANAKIN",659,Hold on!,1,2,
ANAKIN,NA,660,Aim right above the fuel cells!,2,6,
OBI-WAN,ANAKIN,661,"Good call, my young Padawan.",2,5,
NUTE,"COUNT DOOKU, POGGLE THE LESSER, RUNE",662,The Jedi have amassed a huge army.,1,7,
COUNT DOOKU,"NUTE, POGGLE THE LESSER",663,That doesn't seem possible. How could the Jedi come up with an army so quickly?,3,15,
NUTE,"COUNT DOOKU, POGGLE THE LESSER",664,We must send all available droids into battle.,2,8,
COUNT DOOKU,"NUTE, POGGLE THE LESSER",665,There are too many.,1,4,
POGGLE THE LESSER,"COUNT DOOKU, NUTE",666,Our communications have been jammed.,1,5,
MACE WINDU,PILOT,667,"Pilot, land in that assembly area!",1,6,
PILOT,MACE WINDU,668,"Yes, sir.",1,2,
COMMANDO CAPTAIN,NA,669,"Sir, I have five special commando units awaiting your orders, sir.",2,11,
YODA,NA,670,To the forward command center take me.,2,7,
OBI-WAN,NA,671,Attack those Federation starships! Quickly!,2,5,
COMMANDO CAPTAIN,YODA,672,"Master Yoda, all forward positions are advancing.",2,7,
YODA,COMMANDO CAPTAIN,673,Very good. Very good.,2,4,
NUTE,COUNT DOOKU,674,This is not looking good at all!,1,7,
RUNE,NUTE,675,We must get the starships back into space.,2,8,
POGGLE THE LESSER,COUNT DOOKU,676,We have to order a retreat.,1,6,
COUNT DOOKU,POGGLE THE LESSER,677,My master will never allow the Republic... to get away with this treachery.,4,13,
POGGLE THE LESSER,COUNT DOOKU,678,"I'm sending my warriors to hide in the catacombs. The Jedi must not find our designs for the ultimate weapon. If they find out what we are planning to build, we're doomed.",6,32,
COUNT DOOKU,POGGLE THE LESSER,679,I will take the designs with me to Coruscant. They will be much safer there with my master.,4,18,
YODA,COMMANDO CAPTAIN,680,Concentrate all your fire on the nearest starship.,2,8,
COMMANDO CAPTAIN,YODA,681,"Yes, sir.",1,2,
COMMANDO CAPTAIN,NA,682,Move all quadrants to sector 5-1 -5.,2,7,
OBI-WAN,ANAKIN,683,Look over there!,1,3,
ANAKIN,OBI-WAN,684,It's Dooku!,1,2,
ANAKIN,COMMANDO CAPTAIN,685,Shoot him down!,1,3,
COMMANDO CAPTAIN,ANAKIN,686,"We're out of rockets, sir.",1,5,
ANAKIN,COMMANDO CAPTAIN,687,Follow him!,1,2,
PADME,"ANAKIN, OBI-WAN",688,We're gonna need some help!,1,5,
OBI-WAN,"PADME, ANAKIN",689,There isn't time! Anakin and I can handle this!,2,9,
ANAKIN,PADME,690,Padme!,1,1,
ANAKIN,COMMANDO CAPTAIN,691,Put the ship down!,1,4,
OBI-WAN,ANAKIN,692,Anakin! Don't let your personal feelings get in the way! Follow that speeder!,3,13,
ANAKIN,COMMANDO CAPTAIN,693,Lower the ship!,1,3,
OBI-WAN,ANAKIN,694,"I can't take Dooku alone! I need you! If we catch him, we can end this war right now! We have a job to do!",4,25,
ANAKIN,OBI-WAN,695,I don't care! ,2,3,
ANAKIN,COMMANDO CAPTAIN,696,Put the ship down!,,4,
OBI-WAN,ANAKIN,697,You will be expelled from the Jedi order!,2,8,
ANAKIN,OBI-WAN,698,I can't leave her!,1,4,
OBI-WAN,ANAKIN,699,Come to your senses! What do you think Padme would do were she in your position?,3,16,
ANAKIN,OBI-WAN,700,She would do her duty.,1,5,
COMMANDO CAPTAIN,YODA,701,The droid army is in full retreat.,2,7,
YODA,NA,702,"Well done, Commander. Bring me a ship.",2,7,
ANAKIN,COUNT DOOKU,703,"You're gonna pay for all the Jedi that you killed today, Dooku.",2,12,
OBI-WAN,ANAKIN,704,We'll take him together. Go in slowly on the left.,2,10,
ANAKIN,OBI-WAN,705,I'm taking him now!,1,4,
OBI-WAN,ANAKIN,706,"No, Anakin! No! No!",1,4,
COUNT DOOKU,OBI-WAN,707,"As you see, my Jedi powers are far beyond yours. Now... back down.",3,13,
OBI-WAN,COUNT DOOKU,708,I don't think so.,1,4,
COUNT DOOKU,OBI-WAN,709,"Master Kenobi, you disappoint me. Yoda holds you in such high esteem. Surely you can do better.",5,17,
COMMANDO CAPTAIN,PADME,710,Are you all right?,1,4,
PADME,COMMANDO CAPTAIN,711,Uh-huh.,1,1,
COMMANDO CAPTAIN,PADME,712,We'd better get back to the forward command center.,2,9,
PADME,COMMANDO CAPTAIN,713,No. No. Gather what troops you can. We've got to get to that hangar. Get a transport. Hurry!,4,18,
COMMANDO CAPTAIN,PADME,714,Right away.,1,2,
COUNT DOOKU,ANAKIN,715,"Brave of you, boy. But I would have thought you had learned your lesson.",3,14,
ANAKIN,COUNT DOOKU,716,I am a slow learner.,1,5,
OBI-WAN,ANAKIN,717,Anakin!,1,1,
COUNT DOOKU,YODA,718,Master Yoda.,1,2,
YODA,COUNT DOOKU,719,Count Dooku.,1,2,
COUNT DOOKU,YODA,720,You have interfered with our affairs for the last time.,2,10,
YODA,COUNT DOOKU,721,"Powerful you have become, Dooku. The dark side I sense in you.",3,12,
COUNT DOOKU,YODA,722,I've become more powerful than any Jedi. Even you.,3,9,
YODA,COUNT DOOKU,723,Much to learn you still have.,1,6,
COUNT DOOKU,YODA,724,It is obvious that this contest cannot be decided by our knowledge of the Force... but by our skills with a lightsaber.,5,22,
YODA,COUNT DOOKU,725,"Fought well you have, my old Padawan.",2,7,
COUNT DOOKU,YODA,726,This is just the beginning.,1,5,
PADME,ANAKIN,727,Anakin!,1,1,
COUNT DOOKU,PALPATINE,728,"The Force is with us, Master Sidious.",2,7,
PALPATINE,COUNT DOOKU,729,"Welcome home, Lord Tyranus. You have done well.",3,8,
COUNT DOOKU,PALPATINE,730,"I have good news for you, my lord. The war has begun.",3,12,
PALPATINE,COUNT DOOKU,731,Excellent. Everything is going as planned.,3,6,
OBI-WAN,"MACE WINDU, YODA",732,Do you believe what Count Dooku said... about Sidious controlling the senate? It doesn't feel right.,5,16,
YODA,"OBI-WAN, MACE WINDU",733,"Joined the dark side Dooku has. Lies, deceit... creating mistrust are his ways now.",5,14,
MACE WINDU,"OBI-WAN, YODA",734,"Nevertheless, I feel we should keep a closer eye on the senate.",2,12,
YODA,"OBI-WAN, MACE WINDU",735,I agree.,1,2,
MACE WINDU,OBI-WAN,736,Where is your apprentice?,1,4,
OBI-WAN,MACE WINDU,737,"On his way to Naboo, escorting Senator Amidala home.",2,9,
OBI-WAN,"MACE WINDU, YODA",738,"I have to admit that without the clones, it would not have been a victory.",3,15,
YODA,OBI-WAN,739,"Victory? Victory, you say? Master Obi-Wan, not victory. The shroud of the dark side has fallen. Begun the Clone War has.",7,21,
